"husage","husunion","husearns","huseduc","husblck","hushisp","hushrs","kidge6","earns","age","black","educ","hispanic","union","faminc","husexp","exper","kidlt6","hours","expersq","nwifeinc","inlf","hrwage","lwage"
64,0,1200,6,0,0,50,0,0,58,0,12,0,NA,45000,52,40,0,0,1600,45,0,NA,NA
43,NA,0,16,0,0,50,1,192,40,0,16,0,0,0,21,18,0,30,324,0,1,6.40000009536743,1.85629796981812
56,1,800,3,0,1,40,0,0,57,0,6,1,NA,37500,47,45,0,0,2025,37.5,0,NA,NA
47,NA,0,12,0,0,44,0,95,44,0,12,0,0,32500,29,26,0,18,676,27.5599994659424,1,5.27777767181396,1.66350507736206
44,1,680,14,0,0,40,1,0,43,0,13,0,NA,37500,24,24,0,0,576,37.5,0,NA,NA
36,NA,0,16,0,0,40,0,600,31,0,16,0,0,37500,14,9,1,40,81,6.30000019073486,1,15,2.70805025100708
56,0,900,16,0,0,40,0,0,50,0,17,0,NA,112500,34,27,0,0,729,112.5,0,NA,NA
35,0,550,16,0,0,40,0,300,34,0,16,0,0,27500,13,12,1,30,144,11.8999996185303,1,10,2.30258512496948
42,1,529,18,0,0,40,0,323,32,0,14,0,0,37500,18,12,1,40,144,20.7040004730225,1,8.07499980926514,2.08877277374268
32,NA,0,10,0,0,36,0,0,31,0,11,0,NA,13750,16,14,1,0,196,13.75,0,NA,NA
35,0,480,13,0,1,40,0,351,35,0,14,1,0,3000,16,15,1,30,225,0,1,11.6999998092651,2.45958876609802
30,NA,0,16,0,0,70,0,400,29,0,12,0,0,3000,8,11,1,16,121,0,1,25,3.21887588500977
34,0,300,14,0,0,40,0,0,36,0,14,0,NA,0,14,16,1,0,256,0,0,NA,NA
41,1,750,17,1,0,55,0,770,42,1,17,0,1,67500,18,19,1,50,361,27.4599990844727,1,15.3999996185303,2.73436737060547
59,NA,0,12,0,0,0,0,0,53,0,12,0,NA,11500,41,35,0,0,1225,11.5,0,NA,NA
25,0,180,9,0,0,56,0,0,24,0,9,0,NA,6250,10,9,1,0,81,6.25,0,NA,NA
41,0,340,13,0,0,40,1,233,41,0,12,0,0,27500,22,23,0,40,529,15.3839998245239,1,5.82499980926514,1.76215898990631
63,0,100,12,0,0,20,0,0,57,0,9,0,NA,22500,45,42,0,0,1764,22.5,0,NA,NA
40,0,567,14,0,0,52,1,0,32,0,11,0,NA,55000,20,15,0,0,225,55,0,NA,NA
57,0,600,14,1,0,40,0,450,50,1,12,0,0,22500,37,32,0,40,1024,0,1,11.25,2.42036819458008
36,0,923,13,0,0,0,0,969,35,0,16,0,0,67500,17,13,0,50,169,17.1119995117188,1,19.3799991607666,2.96424150466919
46,0,320,10,0,0,40,1,0,45,0,12,0,NA,27500,30,27,0,0,729,27.5,0,NA,NA
30,0,380,12,0,0,8,1,385,35,0,12,0,0,27500,12,17,0,40,289,7.48000001907349,1,9.625,2.26436376571655
32,1,324,14,0,0,40,1,113,34,0,14,0,0,13750,12,14,0,25,196,7.87400007247925,1,4.51999998092651,1.50851202011108
34,NA,0,12,1,0,0,1,640,31,1,14,0,0,32500,16,11,0,40,121,0,1,16,2.7725887298584
57,0,420,14,0,0,40,0,0,57,0,14,0,NA,22500,37,37,0,0,1369,22.5,0,NA,NA
28,0,500,14,0,0,40,0,400,25,0,16,1,0,17500,8,3,0,40,9,0,1,10,2.30258512496948
43,1,700,12,1,0,40,1,450,41,1,12,0,0,3000,25,23,0,45,529,0,1,10,2.30258512496948
27,NA,0,9,0,0,60,0,250,35,0,12,0,0,32500,12,17,1,40,289,19.5,1,6.25,1.83258152008057
38,0,444,12,0,0,40,1,450,35,0,12,0,0,67500,20,17,0,0,289,44.0999984741211,0,NA,NA
59,0,550,13,0,0,49,0,760,57,0,18,0,0,67500,40,33,0,50,1089,27.9799995422363,1,15.1999998092651,2.72129535675049
31,0,380,13,0,0,40,1,0,31,0,12,0,NA,22500,12,13,0,0,169,22.5,0,NA,NA
33,0,1200,16,0,0,0,0,400,36,0,16,0,0,112500,11,14,1,0,196,91.6999969482422,0,NA,NA
29,0,375,16,0,0,40,0,310,28,0,16,0,0,45000,7,6,0,40,36,28.8799991607666,1,7.75,2.04769277572632
63,NA,0,18,0,0,0,0,0,59,0,14,0,NA,11500,39,39,0,0,1521,11.5,0,NA,NA
31,NA,0,12,0,0,40,1,0,30,0,12,0,NA,67500,13,12,0,0,144,67.5,0,NA,NA
30,0,962,18,0,0,40,0,480,29,0,16,0,0,67500,6,7,0,50,49,42.5400009155273,1,9.60000038146973,2.26176309585571
45,0,600,16,0,0,50,0,600,43,0,18,0,1,67500,23,19,0,40,361,36.2999992370605,1,15,2.70805025100708
46,0,759,14,0,0,45,1,0,42,0,16,0,NA,67500,26,20,0,0,400,67.5,0,NA,NA
28,0,440,12,0,0,50,0,0,27,0,13,0,NA,17500,10,8,1,0,64,17.5,0,NA,NA
35,0,1500,14,0,0,40,0,0,34,0,16,0,NA,112500,15,12,1,0,144,112.5,0,NA,NA
27,0,750,16,0,0,38,0,450,27,0,16,0,0,67500,5,5,0,40,25,44.0999984741211,1,11.25,2.42036819458008
57,0,1923,16,0,0,60,0,1000,56,0,16,0,0,112500,35,34,0,50,1156,60.5,1,20,2.99573230743408
34,0,970,16,0,0,50,0,500,32,0,15,0,0,112500,12,11,1,18,121,86.5,1,27.7777786254883,3.32423639297485
26,1,400,12,0,0,50,0,320,24,0,12,0,0,32500,8,6,0,40,36,15.8599996566772,1,8,2.0794415473938
54,NA,0,18,0,0,50,0,0,50,0,13,0,NA,112500,30,31,0,0,961,112.5,0,NA,NA
46,0,736,11,0,0,52,1,196,42,0,12,0,0,32500,29,24,0,30,576,22.3080005645752,1,6.53333330154419,1.87691724300385
62,NA,0,14,0,0,60,0,731,42,0,13,0,0,0,42,23,0,0,529,0,0,NA,NA
53,0,900,16,0,0,40,0,0,51,0,12,0,NA,112500,31,33,0,0,1089,112.5,0,NA,NA
42,0,1923,18,0,0,40,1,0,43,0,18,0,NA,112500,18,19,0,0,361,112.5,0,NA,NA
29,0,846,16,0,0,40,0,0,25,0,16,0,NA,45000,7,3,0,0,9,45,0,NA,NA
46,0,600,12,0,0,40,0,0,47,0,12,0,NA,27500,28,29,0,0,841,27.5,0,NA,NA
36,NA,0,12,0,0,40,0,400,36,0,12,0,0,27500,18,18,1,35,324,6.69999980926514,1,11.4285717010498,2.43611645698547
27,0,445,12,0,0,40,0,0,21,0,12,0,NA,22500,9,3,1,0,9,22.5,0,NA,NA
44,0,900,16,0,0,32,0,150,39,0,16,0,0,3000,22,17,0,40,289,0,1,3.75,1.32175588607788
45,NA,0,12,0,0,50,0,195,44,0,13,0,0,112500,27,25,0,0,625,102.360000610352,0,NA,NA
41,NA,0,15,0,1,60,0,0,31,0,16,1,NA,27500,20,9,0,0,81,27.5,0,NA,NA
30,0,360,14,0,0,40,0,512,29,0,16,0,1,45000,10,7,1,32,49,18.3759994506836,1,16,2.7725887298584
41,0,750,13,0,0,55,1,275,38,0,13,0,0,45000,22,19,0,40,361,30.7000007629395,1,6.875,1.92789161205292
32,0,456,12,0,0,54,0,118,30,0,12,0,0,32500,14,12,1,15,144,26.3640003204346,1,7.86666679382324,2.06263446807861
45,0,1000,16,0,0,40,0,0,44,0,12,0,NA,55000,23,26,0,0,676,55,0,NA,NA
57,1,480,16,0,0,40,0,240,36,0,12,0,1,112500,35,18,0,40,324,100.019996643066,1,6,1.7917594909668
50,0,1155,18,0,0,45,0,0,50,0,16,0,NA,67500,26,28,0,0,784,67.5,0,NA,NA
47,0,500,13,0,0,40,1,168,46,0,14,0,0,45000,28,26,0,24,676,36.2639999389648,1,7,1.94591009616852
48,NA,0,12,0,0,50,0,281,46,0,12,0,0,45000,30,28,0,40,784,30.3880004882812,1,7.02500009536743,1.94947528839111
35,0,900,13,0,0,40,1,105,39,0,12,0,0,55000,16,21,0,20,441,49.5400009155273,1,5.25,1.65822803974152
39,0,1200,16,0,0,40,1,400,34,0,15,0,0,3000,17,13,0,40,169,0,1,10,2.30258512496948
35,NA,0,12,0,0,0,0,406,42,0,15,0,1,0,17,21,0,35,441,0,1,11.6000003814697,2.45100522041321
41,0,1100,14,0,0,40,1,287,40,0,14,0,0,55000,21,20,0,35,400,40.076000213623,1,8.19999980926514,2.10413408279419
57,1,500,18,0,0,48,0,750,53,0,14,0,0,3000,33,33,0,60,1089,0,1,12.5,2.52572870254517
42,1,664,13,0,0,16,0,355,43,0,12,0,0,55000,23,25,0,40,625,36.5400009155273,1,8.875,2.18323826789856
47,1,640,12,0,0,20,1,0,45,0,12,0,NA,32500,29,27,0,0,729,32.5,0,NA,NA
61,0,550,13,0,0,40,0,400,59,0,14,0,0,0,42,39,0,40,1521,0,1,10,2.30258512496948
25,0,320,13,0,0,40,0,404,25,0,14,0,0,67500,6,5,1,40,25,46.492000579834,1,10.1000003814697,2.31253552436829
45,1,1923,17,0,0,72,0,0,40,0,16,0,NA,3000,22,18,1,0,324,3,0,NA,NA
58,NA,0,12,0,0,0,0,0,56,0,13,0,NA,67500,40,37,0,0,1369,67.5,0,NA,NA
42,NA,0,16,0,0,35,0,750,37,0,18,0,1,3000,20,13,1,40,169,0,1,18.75,2.93119382858276
31,0,800,16,0,0,43,0,0,29,0,12,0,NA,27500,9,11,1,0,121,27.5,0,NA,NA
41,NA,0,18,0,0,50,1,38,42,0,15,0,0,112500,17,21,0,16,441,110.524002075195,1,2.375,0.864997446537018
33,0,280,14,0,0,40,0,500,32,0,17,0,1,45000,13,9,0,40,81,19,1,12.5,2.52572870254517
58,0,1923,12,0,0,40,0,600,55,0,12,0,0,0,40,37,0,40,1369,0,1,15,2.70805025100708
34,NA,0,16,0,0,32,1,0,33,0,16,0,NA,112500,12,11,0,0,121,112.5,0,NA,NA
43,NA,0,14,0,0,0,1,150,41,0,13,0,0,22500,23,22,0,0,484,14.6999998092651,0,NA,NA
48,1,440,12,0,1,48,1,40,48,0,12,1,0,27500,30,30,0,50,900,25.4200000762939,1,0.800000011920929,-0.2231435328722
59,NA,0,8,0,0,0,1,173,53,0,12,0,0,8750,45,35,0,20,1225,0,1,8.64999961853027,2.15755939483643
26,0,200,6,0,1,60,0,0,25,0,12,0,NA,13750,14,7,1,0,49,13.75,0,NA,NA
30,NA,0,12,1,0,0,0,235,26,1,14,0,1,27500,12,6,1,35,36,15.2799997329712,1,6.7142858505249,1.9042375087738
39,0,540,16,0,0,40,0,540,36,0,16,0,0,3000,17,14,1,40,196,0,1,13.5,2.60268974304199
52,0,1300,16,0,0,40,0,462,50,0,16,0,1,112500,30,28,0,45,784,88.4759979248047,1,10.2666664123535,2.32890248298645
43,0,450,13,0,0,35,0,425,42,0,12,0,0,112500,24,24,0,35,576,90.4000015258789,1,12.1428575515747,2.49674105644226
45,1,611,12,0,0,40,0,608,40,0,15,0,1,55000,27,19,0,40,361,23.3840007781982,1,15.1999998092651,2.72129535675049
40,1,750,18,0,0,60,0,415,37,0,15,0,0,112500,16,16,0,72,256,90.9199981689453,1,5.76388883590698,1.75161242485046
37,NA,0,16,0,0,40,0,800,35,0,15,0,1,67500,15,14,1,18,196,25.8999996185303,1,44.4444427490234,3.79423999786377
34,0,512,12,0,1,50,0,308,27,0,12,1,0,55000,16,9,1,40,81,38.984001159668,1,7.69999980926514,2.04122018814087
57,0,750,12,0,0,52,0,350,52,0,12,0,0,3000,39,34,0,35,1156,0,1,10,2.30258512496948
41,1,727,14,0,0,40,0,727,42,0,12,0,1,112500,21,24,1,40,576,74.6959991455078,1,18.1749992370605,2.90004706382751
26,0,470,12,1,0,40,0,500,25,1,12,0,0,27500,8,7,0,40,49,1.5,1,12.5,2.52572870254517
33,0,865,16,0,0,40,0,150,29,0,12,0,0,45000,11,11,1,40,121,37.2000007629395,1,3.75,1.32175588607788
31,0,395,14,0,0,37,0,0,31,0,16,0,NA,13750,11,9,1,0,81,13.75,0,NA,NA
46,0,480,16,0,0,60,1,340,44,0,17,0,0,27500,24,21,0,40,441,9.81999969482422,1,8.5,2.14006614685059
52,0,500,12,0,0,48,0,0,52,0,9,0,NA,27500,34,37,0,0,1369,27.5,0,NA,NA
30,0,950,14,0,0,52,0,333,30,0,14,0,0,55000,10,10,0,40,100,37.6839981079102,1,8.32499980926514,2.11926293373108
27,0,800,14,0,0,40,0,0,32,0,12,0,NA,45000,7,14,1,0,196,45,0,NA,NA
42,0,200,8,1,0,40,0,0,36,1,12,0,NA,8750,28,18,1,0,324,8.75,0,NA,NA
41,NA,0,12,0,0,99,1,215,39,0,13,0,0,67500,23,20,0,35,400,56.3199996948242,1,6.14285707473755,1.81528997421265
34,NA,0,10,0,1,0,0,0,24,0,8,1,NA,11500,18,10,1,0,100,11.5,0,NA,NA
47,0,907,14,0,0,40,1,160,47,0,12,0,1,55000,27,29,0,20,841,46.6800003051758,1,8,2.0794415473938
42,0,660,16,0,0,40,0,375,40,0,16,0,0,45000,20,18,1,40,324,25.5,1,9.375,2.23804664611816
24,0,280,9,0,0,42,0,400,23,0,12,0,0,37500,9,5,1,45,25,16.7000007629395,1,8.88888931274414,2.18480205535889
21,0,600,13,0,0,56,1,300,33,0,12,0,0,55000,2,15,0,40,225,39.4000015258789,1,7.5,2.01490306854248
46,0,675,14,0,0,40,0,110,44,0,12,0,0,37500,26,26,0,0,676,31.7800006866455,0,NA,NA
21,0,327,12,0,0,38,0,0,21,0,13,0,NA,27500,3,2,0,0,4,27.5,0,NA,NA
60,0,287,17,0,0,40,0,0,50,0,12,0,NA,17500,37,32,0,0,1024,17.5,0,NA,NA
53,NA,0,12,0,0,40,0,38,51,0,11,0,0,67500,35,34,0,35,1156,65.5240020751953,1,1.08571434020996,0.082238145172596
46,NA,0,14,0,0,0,1,0,45,0,12,0,NA,45000,26,27,0,0,729,45,0,NA,NA
41,0,400,12,0,0,45,1,350,44,0,16,0,0,32500,23,22,0,45,484,14.3000001907349,1,7.77777767181396,2.0512707233429
29,0,220,6,0,1,40,0,0,22,0,12,1,NA,13750,17,4,1,0,16,13.75,0,NA,NA
26,NA,0,8,0,1,0,0,140,25,0,9,1,0,6250,12,10,1,30,100,0,1,4.66666650772095,1.54044497013092
42,0,1200,14,0,0,50,0,0,33,0,17,0,NA,112500,22,10,1,0,100,112.5,0,NA,NA
41,0,240,12,0,0,48,1,550,38,0,12,0,0,32500,23,20,0,45,400,3.90000009536743,1,12.222222328186,2.50325584411621
47,0,1200,14,0,0,40,0,450,46,0,12,0,0,3000,27,28,0,35,784,0,1,12.8571424484253,2.55389952659607
59,NA,0,16,0,0,0,0,0,57,0,12,0,NA,13750,37,39,0,0,1521,13.75,0,NA,NA
47,0,288,8,0,0,40,0,0,47,0,12,0,NA,17500,33,29,0,0,841,17.5,0,NA,NA
57,0,250,12,0,0,50,0,0,51,0,12,0,NA,45000,39,33,0,0,1089,45,0,NA,NA
41,0,675,13,0,0,55,1,276,42,0,13,0,0,55000,22,23,0,40,529,40.6479988098145,1,6.90000009536743,1.93152141571045
44,0,420,12,0,0,52,1,345,43,0,13,0,0,45000,26,24,0,30,576,27.0599994659424,1,11.5,2.44234704971313
58,NA,0,12,0,0,0,0,231,55,0,12,0,0,22500,40,37,0,40,1369,10.4879999160767,1,5.77500009536743,1.75353825092316
64,0,200,8,0,0,40,0,0,46,0,7,0,NA,11500,50,33,0,0,1089,11.5,0,NA,NA
60,0,630,16,0,0,40,0,0,59,0,1,0,NA,55000,38,52,0,0,2704,55,0,NA,NA
29,0,350,17,0,0,40,0,497,29,0,14,0,0,45000,6,9,1,36,81,19.1560001373291,1,13.8055553436279,2.62507104873657
42,0,250,9,0,0,36,1,0,45,0,9,0,NA,17500,27,30,0,0,900,17.5,0,NA,NA
44,1,1500,18,0,0,40,0,0,45,0,14,0,NA,67500,20,25,0,0,625,67.5,0,NA,NA
46,NA,0,16,0,0,30,0,140,44,0,12,0,0,112500,24,26,0,12,676,105.220001220703,1,11.6666669845581,2.45673584938049
34,NA,0,12,0,0,70,0,0,29,0,14,0,NA,11500,16,9,1,0,81,11.5,0,NA,NA
29,0,375,16,0,0,35,0,200,29,0,16,0,0,0,7,7,0,40,49,0,1,5,1.60943794250488
29,NA,0,14,0,0,50,0,0,30,0,12,0,NA,13750,9,12,1,0,144,13.75,0,NA,NA
41,NA,0,10,0,0,0,0,0,30,0,11,0,NA,17500,25,13,1,0,169,17.5,0,NA,NA
39,NA,0,16,0,0,40,1,412,40,0,12,0,0,37500,17,22,0,0,484,16.076000213623,0,NA,NA
40,0,625,18,0,0,35,1,165,37,0,12,0,0,32500,16,19,0,25,361,23.9200000762939,1,6.59999990463257,1.88706958293915
55,0,450,12,0,0,40,1,314,41,0,12,0,0,55000,37,23,0,40,529,38.6720008850098,1,7.84999990463257,2.06051349639893
52,0,400,13,0,0,0,0,0,52,0,11,0,NA,22500,33,35,0,0,1225,22.5,0,NA,NA
36,1,705,16,0,0,45,0,0,33,0,16,0,NA,45000,14,11,1,0,121,45,0,NA,NA
43,1,260,13,0,0,40,1,300,44,0,14,0,1,27500,24,24,0,40,576,11.8999996185303,1,7.5,2.01490306854248
50,0,280,7,0,1,40,1,0,34,0,12,1,NA,13750,37,16,0,0,256,13.75,0,NA,NA
28,0,800,14,0,0,55,0,68,31,0,13,1,0,17500,8,12,0,30,144,13.96399974823,1,2.26666665077209,0.81831032037735
37,0,635,18,0,0,32,0,615,28,0,18,0,0,55000,13,4,1,40,16,23.0200004577637,1,15.375,2.73274278640747
33,1,500,12,0,0,40,0,0,26,0,10,0,NA,17500,15,10,1,0,100,17.5,0,NA,NA
29,0,756,16,0,0,43,0,654,30,0,16,0,0,67500,7,8,0,40,64,33.492000579834,1,16.3500003814697,2.79422783851624
42,0,641,12,0,0,45,0,600,44,0,18,0,0,6250,24,20,1,15,400,0,1,40,3.68887948989868
29,0,233,11,0,0,40,0,0,25,0,11,0,NA,27500,12,8,1,0,64,27.5,0,NA,NA
46,NA,0,13,0,0,40,1,270,45,0,12,0,0,112500,27,27,0,35,729,98.4599990844727,1,7.7142858505249,2.04307389259338
43,1,413,14,0,0,40,1,260,42,0,12,0,0,37500,23,24,0,40,576,23.9799995422363,1,6.5,1.8718022108078
27,NA,0,12,0,0,30,0,186,28,0,13,0,0,27500,9,9,0,40,81,17.8279991149902,1,4.65000009536743,1.53686726093292
55,0,650,18,0,0,40,0,0,50,0,16,0,NA,55000,31,28,0,0,784,55,0,NA,NA
59,NA,0,6,0,0,0,0,0,58,0,12,0,NA,27500,47,40,0,0,1600,27.5,0,NA,NA
37,0,540,12,0,0,38,1,140,28,0,10,0,0,0,19,12,0,40,144,0,1,3.5,1.25276291370392
51,0,240,12,0,0,40,0,430,48,0,12,0,0,13750,33,30,0,35,900,0,1,12.2857141494751,2.50843715667725
27,0,225,12,1,0,40,0,357,29,1,12,0,0,37500,9,11,1,40,121,18.9360008239746,1,8.92500019073486,2.18885636329651
65,0,210,14,0,0,40,0,0,58,0,11,0,NA,0,45,41,0,0,1681,0,0,NA,NA
22,0,320,12,0,0,40,0,40,21,0,13,0,0,17500,4,2,0,8,4,15.4200000762939,1,5,1.60943794250488
37,1,400,10,0,0,40,1,341,33,0,8,0,0,55000,21,19,0,0,361,37.2680015563965,0,NA,NA
24,0,310,12,0,0,32,0,900,57,0,12,0,0,17500,6,39,1,40,1521,0,1,22.5,3.11351537704468
60,0,800,12,0,0,40,0,0,21,0,12,0,NA,0,42,3,0,0,9,0,0,NA,NA
28,0,190,6,0,1,40,0,200,25,0,9,1,1,6250,16,10,1,40,100,0,1,5,1.60943794250488
42,0,500,18,0,0,40,1,400,28,0,18,0,0,32500,18,4,0,40,16,11.6999998092651,1,10,2.30258512496948
39,NA,0,16,0,0,40,0,0,37,0,14,0,NA,3000,17,17,1,0,289,3,0,NA,NA
44,1,635,12,0,0,53,1,0,42,0,12,0,NA,37500,26,24,0,0,576,37.5,0,NA,NA
45,1,780,12,0,0,40,1,435,42,0,12,0,0,37500,27,24,0,40,576,14.8800001144409,1,10.875,2.38646650314331
32,0,650,13,0,0,62,0,0,29,0,12,0,NA,27500,13,11,1,0,121,27.5,0,NA,NA
37,0,405,12,0,0,50,1,0,34,0,11,0,NA,3000,19,17,0,0,289,3,0,NA,NA
52,0,630,12,0,0,55,0,580,53,0,12,0,0,45000,34,35,0,55,1225,14.8400001525879,1,10.5454549789429,2.35569500923157
46,NA,0,12,0,0,0,0,423,45,0,12,0,1,32500,28,27,0,40,729,10.503999710083,1,10.5749998092651,2.35849261283875
40,0,385,12,0,0,58,1,433,37,0,12,0,1,45000,22,19,0,40,361,22.4839992523193,1,10.8249998092651,2.38185834884644
49,1,460,12,0,0,40,0,280,45,0,12,0,1,27500,31,27,0,40,729,12.9399995803833,1,7,1.94591009616852
55,0,657,12,0,1,40,0,0,50,0,7,1,NA,55000,37,37,0,0,1369,55,0,NA,NA
52,0,615,14,0,0,50,1,28,43,0,12,0,0,37500,32,25,0,5,625,36.0439987182617,1,5.59999990463257,1.72276663780212
32,0,400,12,0,0,60,0,360,30,0,12,0,0,45000,14,12,1,40,144,26.2800006866455,1,9,2.19722461700439
57,1,875,12,0,0,45,0,442,49,0,12,0,0,55000,39,31,0,40,961,32.015998840332,1,11.0500001907349,2.40243053436279
31,0,425,12,0,0,50,0,150,24,0,10,0,0,32500,13,8,1,30,64,24.7000007629395,1,5,1.60943794250488
54,0,260,12,0,0,43,0,0,38,0,14,0,NA,17500,36,18,0,0,324,17.5,0,NA,NA
33,NA,0,12,0,0,0,0,0,30,0,11,0,NA,11500,15,13,0,0,169,11.5,0,NA,NA
63,NA,0,7,0,0,0,0,0,56,0,7,0,NA,11500,50,43,0,0,1849,11.5,0,NA,NA
58,0,300,12,0,0,49,0,90,58,0,12,0,1,27500,40,40,0,15,1600,22.8199996948242,1,6,1.7917594909668
33,0,500,12,0,1,40,0,54,37,0,13,0,0,27500,15,18,1,12,324,24.6919994354248,1,4.5,1.50407743453979
43,0,300,9,0,0,40,0,0,44,0,8,0,NA,55000,28,30,0,0,900,55,0,NA,NA
29,0,350,18,0,0,40,0,0,28,0,13,0,NA,22500,5,9,1,0,81,22.5,0,NA,NA
55,0,660,12,0,0,40,0,600,45,0,12,0,0,55000,37,27,0,24,729,23.7999992370605,1,25,3.21887588500977
59,0,625,12,0,0,45,0,398,56,0,12,0,1,45000,41,38,0,40,1444,24.3040008544922,1,9.94999980926514,2.29757261276245
68,NA,0,12,0,0,0,0,150,58,0,12,0,1,37500,50,40,0,25,1600,29.7000007629395,1,6,1.7917594909668
55,NA,0,12,0,0,55,0,160,56,0,12,0,0,17500,37,38,0,40,1444,9.18000030517578,1,4,1.3862943649292
39,NA,0,12,0,0,0,0,271,38,0,7,1,1,32500,21,25,1,40,625,18.4080009460449,1,6.77500009536743,1.91323935985565
28,0,300,12,0,0,40,0,180,29,0,12,0,0,45000,10,11,1,20,121,35.6399993896484,1,9,2.19722461700439
57,NA,0,10,0,0,0,0,240,53,0,12,0,0,22500,41,35,0,40,1225,10.0200004577637,1,6,1.7917594909668
62,NA,0,12,0,0,0,0,125,59,0,12,0,0,8750,44,41,0,20,1681,2.25,1,6.25,1.83258152008057
29,0,300,12,0,1,40,0,344,27,0,12,1,0,27500,11,9,1,40,81,9.61200046539307,1,8.60000038146973,2.15176224708557
45,0,1500,14,0,0,40,0,600,44,0,16,0,0,67500,25,22,0,40,484,36.2999992370605,1,15,2.70805025100708
43,0,296,12,0,0,60,0,289,37,0,12,0,0,0,25,19,0,40,361,0,1,7.22499990463257,1.97754716873169
37,1,650,12,0,0,45,0,370,26,0,13,0,0,45000,19,7,0,40,49,25.7600002288818,1,9.25,2.22462344169617
35,0,360,8,0,0,0,0,0,27,0,12,0,NA,17500,21,9,1,0,81,17.5,0,NA,NA
46,NA,0,12,0,0,60,0,240,48,0,12,0,0,0,28,30,0,40,900,0,1,6,1.7917594909668
63,NA,0,12,0,0,0,0,0,57,0,12,0,NA,17500,45,39,0,0,1521,17.5,0,NA,NA
61,0,250,10,0,0,52,0,200,58,0,12,0,0,27500,45,40,0,35,1600,17.1000003814697,1,5.7142858505249,1.74296927452087
35,1,530,12,0,0,45,1,682,34,0,12,0,0,67500,17,16,0,40,256,32.0359992980957,1,17.0499992370605,2.83615016937256
36,0,600,12,0,0,60,0,350,35,0,16,0,0,37500,18,13,1,40,169,19.2999992370605,1,8.75,2.16905379295349
34,1,660,8,0,0,60,0,195,29,0,14,0,0,45000,20,9,1,21,81,34.8600006103516,1,9.2857141494751,2.22847700119019
51,NA,0,12,0,0,96,1,0,42,0,11,0,NA,32500,33,25,0,0,625,32.5,0,NA,NA
48,NA,0,14,0,0,0,1,0,43,0,14,0,NA,0,28,23,0,0,529,0,0,NA,NA
48,0,1400,18,0,0,50,0,0,50,0,18,0,NA,45000,24,26,0,0,676,45,0,NA,NA
55,1,559,8,0,0,40,0,0,51,0,12,0,NA,22500,41,33,0,0,1089,22.5,0,NA,NA
21,0,234,12,0,0,34,0,200,19,0,12,0,0,11500,3,1,1,40,1,1.10000002384186,1,5,1.60943794250488
43,0,666,14,0,0,40,0,0,56,0,9,0,NA,55000,23,41,0,0,1681,55,0,NA,NA
37,0,600,13,0,0,60,0,458,30,0,12,0,0,27500,18,12,1,40,144,3.68400001525879,1,11.4499998092651,2.43798971176147
47,1,440,12,1,0,40,0,162,45,1,12,0,1,27500,29,27,0,40,729,19.076000213623,1,4.05000019073486,1.39871692657471
22,0,232,16,0,0,50,0,0,18,0,12,0,NA,13750,0,0,0,0,0,13.75,0,NA,NA
41,1,700,12,0,0,50,1,0,38,0,12,0,NA,17500,23,20,0,0,400,17.5,0,NA,NA
41,0,520,14,0,0,42,0,0,43,0,14,0,NA,37500,21,23,1,0,529,37.5,0,NA,NA
39,NA,0,9,1,0,40,1,452,36,1,11,0,0,45000,24,19,0,40,361,21.496000289917,1,11.3000001907349,2.42480278015137
54,1,1184,14,0,0,60,1,0,49,0,13,0,NA,112500,34,30,0,0,900,112.5,0,NA,NA
52,1,440,12,0,0,40,0,82,55,0,12,0,0,0,34,37,0,40,1369,0,1,2.04999995231628,0.717839777469635
44,NA,0,12,0,1,0,1,499,44,0,12,1,0,17500,26,26,0,40,676,0,1,12.4750003814697,2.52372670173645
62,0,692,12,0,0,40,0,692,57,0,12,0,0,67500,44,39,0,40,1521,31.5160007476807,1,17.2999992370605,2.85070633888245
32,0,1400,18,0,0,60,0,0,32,0,16,0,NA,112500,8,10,1,0,100,112.5,0,NA,NA
52,0,900,16,0,0,40,0,0,50,0,12,0,NA,45000,30,32,0,0,1024,45,0,NA,NA
42,NA,0,12,0,0,0,1,0,36,0,12,0,NA,3000,24,18,0,0,324,3,0,NA,NA
41,1,85,12,1,0,40,1,268,39,1,12,0,1,37500,23,21,0,40,441,23.5639991760254,1,6.69999980926514,1.90210747718811
39,NA,0,12,1,0,0,0,575,44,1,16,0,1,32500,21,22,0,40,484,2.59999990463257,1,14.375,2.66549062728882
33,NA,0,12,1,0,0,0,240,32,1,12,0,0,13750,15,14,1,40,196,1.26999998092651,1,6,1.7917594909668
42,1,224,12,1,0,40,1,500,41,1,12,0,0,67500,24,23,0,40,529,41.5,1,12.5,2.52572870254517
28,0,446,12,0,0,40,0,420,41,0,13,0,0,55000,10,22,0,40,484,33.1599998474121,1,10.5,2.35137534141541
25,0,239,10,0,1,38,0,0,25,0,12,0,NA,8750,9,7,1,0,49,8.75,0,NA,NA
49,0,700,12,0,0,65,0,0,48,0,12,0,NA,45000,31,30,0,0,900,45,0,NA,NA
59,0,700,16,0,0,40,0,130,54,0,16,0,0,37500,37,32,0,20,1024,30.7399997711182,1,6.5,1.8718022108078
55,0,268,12,0,0,0,0,220,52,0,12,0,0,32500,37,34,0,40,1156,21.0599994659424,1,5.5,1.70474803447723
