"Student","Gender","PSATM","SATM","ACTM","Rank","Size","GPAadj","PlcmtScore","Recommends","Course","Grade","RecTaken","TooHigh","TooLow","CourseSuccess"
3715,NA,66,62,NA,47,425,36,32,"R1",120,"",1,1,0,NA
3722,NA,NA,NA,31,101,383,35,38,"R1",120,"",1,1,0,NA
3725,NA,NA,NA,24,22,278,37,32,"R1",120,"",1,1,0,NA
3726,NA,NA,NA,21,14,278,39,30,"R1",120,"",1,1,0,NA
3728,NA,63,67,NA,11,367,36,31,"R1",120,"",1,1,0,NA
3729,NA,NA,NA,25,2,91,34,27,"R1",210,"",0,0,0,NA
3733,NA,58,NA,28,32,312,39,37,"R1",120,"",1,1,0,NA
3736,NA,62,61,30,20,194,37,38,"R1",120,"",1,1,0,NA
3746,NA,NA,68,NA,9,291,39,33,"R1",120,"",1,1,0,NA
3753,NA,NA,NA,26,26,130,36,30,"R1",120,"",1,1,0,NA
3754,NA,NA,NA,25,7,130,39,33,"R1",120,"",1,1,0,NA
3756,NA,NA,NA,24,114,689,36,31,"R1",120,"",1,1,0,NA
3757,NA,50,61,30,NA,141,35,34,"R1",120,"",1,1,0,NA
3764,NA,52,NA,28,18,67,34,27,"R1",120,"",1,1,0,NA
3767,NA,NA,NA,27,NA,NA,37,31,"R1",120,"",1,1,0,NA
3770,NA,NA,NA,29,2,153,39,38,"R1",120,"",1,1,0,NA
3772,NA,49,NA,27,8,363,40,37,"R1",120,"",1,1,0,NA
3778,NA,NA,NA,24,195,428,30,25,"R1",120,"",1,1,0,NA
3779,NA,61,62,28,62,501,38,37,"R1",120,"",1,1,0,NA
3782,NA,NA,61,27,58,400,38,34,"R1",120,"",1,1,0,NA
3784,NA,NA,NA,23,170,488,32,24,"R1",120,"",1,1,0,NA
3785,NA,NA,NA,27,NA,NA,29,31,"R1",120,"",1,1,0,NA
3788,NA,NA,64,26,NA,NA,29,25,"R1",120,"",1,1,0,NA
3789,NA,NA,NA,26,213,413,27,27,"R1",120,"",1,1,0,NA
3790,NA,57,NA,32,17,88,36,37,"R1",120,"",1,1,0,NA
3795,NA,NA,NA,24,174,437,33,28,"R1",120,"",1,1,0,NA
3796,NA,NA,61,29,23,266,34,30,"R1",120,"",1,1,0,NA
3801,NA,52,NA,21,146,711,36,27,"R1",120,"",1,1,0,NA
3804,NA,57,63,NA,60,381,36,33,"R1",120,"",1,1,0,NA
3819,NA,NA,55,26,119,534,33,28,"R1",120,"",1,1,0,NA
3820,NA,NA,59,26,22,322,35,30,"R1",120,"",1,1,0,NA
3825,NA,NA,NA,25,174,479,33,27,"R1",120,"",1,1,0,NA
3828,NA,NA,61,NA,44,357,37,33,"R1",120,"",1,1,0,NA
3839,NA,NA,NA,26,22,278,37,31,"R1",120,"",1,1,0,NA
3846,NA,NA,NA,25,101,304,31,27,"R1",120,"",1,1,0,NA
3847,NA,NA,NA,29,164,272,28,30,"R1",120,"",1,1,0,NA
3853,NA,NA,NA,23,33,73,31,24,"R1",120,"",1,1,0,NA
3856,NA,47,54,23,163,488,33,25,"R1",120,"",1,1,0,NA
3863,NA,NA,NA,31,84,349,34,36,"R1",120,"",1,1,0,NA
3866,NA,NA,63,27,90,686,37,31,"R1",120,"",1,1,0,NA
3869,NA,NA,59,26,70,322,36,31,"R1",120,"",1,1,0,NA
3871,NA,NA,NA,21,141,524,35,25,"R1",120,"",1,1,0,NA
3877,NA,62,65,27,1,381,40,34,"R1",120,"",1,1,0,NA
3883,NA,NA,NA,26,80,304,33,30,"R1",120,"",1,1,0,NA
3887,NA,NA,NA,31,150,440,34,29,"R1",120,"",1,1,0,NA
3890,NA,NA,NA,25,6,57,38,31,"R1",120,"",1,1,0,NA
3891,NA,0,NA,28,77,461,37,33,"R1",120,"",1,1,0,NA
3892,NA,NA,54,21,15,154,39,27,"R1",120,"",1,1,0,NA
3896,NA,NA,NA,26,29,304,37,29,"R1",120,"",1,1,0,NA
3897,NA,NA,NA,25,7,70,37,33,"R1",120,"",1,1,0,NA
3899,NA,58,NA,27,81,723,38,31,"R1",120,"",1,1,0,NA
3904,NA,NA,NA,27,40,255,39,36,"R1",120,"",1,1,0,NA
3905,NA,54,NA,27,121,258,31,23,"R1",120,"",1,1,0,NA
3911,NA,NA,NA,19,15,258,39,28,"R1",120,"",1,1,0,NA
3914,NA,57,NA,25,7,100,39,28,"R1",120,"",1,1,0,NA
3917,NA,NA,57,27,39,349,38,32,"R1",120,"",1,1,0,NA
3920,NA,NA,45,24,61,292,36,28,"R1",120,"",1,1,0,NA
3922,NA,54,60,27,44,534,38,30,"R1",120,"",1,1,0,NA
3923,NA,55,52,23,11,44,35,24,"R1",109,"",0,0,0,NA
3927,NA,NA,NA,24,12,273,39,25,"R1",117,"",0,0,0,NA
3929,NA,NA,NA,22,33,524,39,28,"R1",120,"",1,1,0,NA
3930,NA,54,NA,23,2,85,40,31,"R1",120,"",1,1,0,NA
3932,NA,62,NA,29,29,292,38,37,"R1",120,"",1,1,0,NA
3934,NA,NA,NA,27,9,110,37,28,"R1",120,"",1,1,0,NA
3936,NA,NA,68,NA,82,480,36,35,"R1",120,"",1,1,0,NA
3941,NA,NA,NA,25,64,192,36,31,"R1",120,"",1,1,0,NA
3942,NA,NA,61,26,125,395,34,29,"R1",120,"",1,1,0,NA
3948,NA,NA,NA,26,136,432,35,30,"R1",120,"",1,1,0,NA
3950,NA,58,NA,26,42,488,38,31,"R1",120,"",1,1,0,NA
3952,NA,60,57,27,24,397,38,31,"R1",120,"",1,1,0,NA
3954,NA,NA,NA,26,27,332,37,34,"R1",120,"",1,1,0,NA
3956,NA,NA,NA,30,65,633,38,35,"R1",120,"",1,1,0,NA
3958,NA,59,59,NA,31,219,34,28,"R1",120,"",1,1,0,NA
3962,NA,NA,58,NA,NA,NA,28,26,"R1",120,"",1,1,0,NA
3964,NA,NA,62,NA,NA,NA,31,27,"R1",120,"",1,1,0,NA
3966,NA,NA,NA,30,50,338,35,36,"R1",120,"",1,1,0,NA
3968,NA,60,64,28,36,245,35,30,"R1",120,"",1,1,0,NA
3971,NA,55,NA,25,19,194,38,25,"R1",120,"",1,1,0,NA
3977,NA,50,NA,26,27,308,38,33,"R1",120,"",1,1,0,NA
3978,NA,44,50,20,11,336,37,23,"R1",120,"",1,1,0,NA
3983,NA,43,NA,23,126,333,33,28,"R1",120,"",1,1,0,NA
3986,NA,60,NA,26,45,369,38,34,"R1",120,"",1,1,0,NA
3993,NA,NA,58,NA,NA,NA,28,23,"R1",120,"",1,1,0,NA
3995,NA,51,NA,25,100,432,34,25,"R1",120,"",1,1,0,NA
3996,NA,NA,53,26,127,348,31,29,"R1",120,"",1,1,0,NA
4000,NA,43,NA,24,24,71,33,30,"R1",120,"",1,1,0,NA
4005,NA,NA,54,22,48,483,40,32,"R1",120,"",1,1,0,NA
4009,NA,NA,NA,30,NA,NA,36,32,"R1",120,"",1,1,0,NA
4011,NA,49,56,21,77,385,36,24,"R1",120,"",1,1,0,NA
4013,NA,NA,NA,25,7,96,38,29,"R1",120,"",1,1,0,NA
4022,NA,44,NA,25,33,107,33,30,"R1",120,"",1,1,0,NA
4028,NA,59,NA,28,36,334,37,29,"R1",120,"",1,1,0,NA
4031,NA,NA,49,25,13,119,36,30,"R1",120,"",1,1,0,NA
4035,NA,NA,NA,23,129,723,36,28,"R1",120,"",1,1,0,NA
4037,NA,NA,NA,21,83,292,33,22,"R1",120,"",1,1,0,NA
4038,NA,NA,NA,26,6,129,39,32,"R1",120,"",1,1,0,NA
4042,NA,70,NA,29,14,189,40,37,"R1",120,"",1,1,0,NA
4046,NA,53,NA,25,48,188,34,27,"R1",120,"",1,1,0,NA
4047,NA,58,NA,26,129,494,32,30,"R1",120,"",1,1,0,NA
4052,NA,61,NA,26,104,199,32,27,"R1",120,"",1,1,0,NA
4055,NA,NA,51,NA,125,590,28,26,"R1",120,"",1,1,0,NA
4063,NA,43,54,NA,NA,NA,28,26,"R1",109,"",0,0,0,NA
4065,NA,NA,NA,26,88,482,36,23,"R1",120,"",1,1,0,NA
4066,NA,NA,63,NA,NA,NA,35,32,"R1",120,"",1,1,0,NA
230,1,NA,NA,29,60,289,37,34,"R12",120,"C",1,0,0,0
231,0,65,55,27,47,472,37,34,"R12",120,"B+",1,0,0,1
232,0,NA,66,28,NA,NA,31,34,"R12",122,"A",0,1,0,1
233,0,59,NA,25,4,231,39,33,"R12",122,"A-",0,1,0,1
234,0,NA,58,26,NA,NA,36,33,"R12",122,"B",0,1,0,1
235,0,NA,NA,25,9,216,39,33,"R12",120,"B",1,0,0,1
236,1,NA,62,28,63,281,34,33,"R12",120,"A-",1,0,0,1
237,0,NA,NA,26,52,295,35,33,"R12",120,"B",1,0,0,1
238,1,69,67,NA,38,444,35,33,"R12",122,"B",0,1,0,1
239,0,63,NA,27,55,413,33,33,"R12",122,"B-",0,1,0,0
240,0,NA,61,26,4,172,38,33,"R12",122,"B-",0,1,0,0
242,0,NA,56,27,33,269,33,32,"R12",120,"C+",1,0,0,0
243,1,NA,NA,29,50,210,33,32,"R12",120,"B",1,0,0,1
244,1,70,NA,27,36,332,39,32,"R12",120,"B-",1,0,0,0
245,0,56,NA,27,2,98,38,32,"R12",122,"B+",0,1,0,1
246,1,70,74,29,NA,NA,33,32,"R12",122,"B+",0,1,0,1
247,0,66,63,27,NA,NA,32,31,"R12",120,"B",1,0,0,1
248,0,53,57,25,24,367,37,31,"R12",120,"C",1,0,0,0
249,0,53,61,22,41,322,36,31,"R12",122,"A",0,1,0,1
250,0,59,57,24,153,524,34,31,"R12",120,"B",1,0,0,1
251,0,NA,NA,25,20,382,38,30,"R12",120,"B+",1,0,0,1
253,1,NA,NA,29,37,216,35,30,"R12",117,"B",1,0,0,1
254,1,59,65,NA,106,296,29,30,"R12",120,"D",1,0,0,0
255,0,56,NA,27,122,433,34,30,"R12",120,"C",1,0,0,0
841,NA,58,NA,26,25,213,35,31,"R12",122,"C",0,1,0,0
868,NA,NA,NA,23,2,50,38,32,"R12",120,"A",1,0,0,1
872,NA,53,NA,25,17,322,37,31,"R12",120,"B",1,0,0,1
884,NA,59,NA,29,87,428,34,32,"R12",120,"A",1,0,0,1
904,NA,NA,49,25,42,380,37,32,"R12",120,"B+",1,0,0,1
909,NA,NA,60,26,62,198,34,31,"R12",120,"B",1,0,0,1
958,NA,NA,NA,26,57,421,36,30,"R12",120,"B-",1,0,0,0
991,NA,NA,NA,28,98,245,30,32,"R12",120,"A",1,0,0,1
1008,NA,51,55,22,17,275,39,34,"R12",120,"B-",1,0,0,0
1015,NA,NA,NA,25,182,528,32,31,"R12",120,"B",1,0,0,1
1101,NA,52,54,28,131,533,33,32,"R12",120,"C",1,0,0,0
1107,NA,NA,NA,25,73,520,35,30,"R12",120,"A",1,0,0,1
1114,NA,NA,NA,22,55,333,37,32,"R12",120,"A",1,0,0,1
1129,NA,56,NA,28,5,41,37,33,"R12",122,"C",0,1,0,0
1140,NA,61,65,NA,6,312,35,33,"R12",122,"B-",0,1,0,0
1154,NA,72,71,NA,NA,NA,33,33,"R12",122,"W",0,1,0,0
1159,NA,NA,NA,26,5,85,38,34,"R12",128,"C",0,1,0,0
1184,NA,53,53,25,77,565,35,34,"R12",122,"C+",0,1,0,0
1194,NA,45,NA,24,7,84,36,30,"R12",120,"A",1,0,0,1
1202,NA,NA,61,27,24,247,34,31,"R12",122,"B+",0,1,0,1
1206,NA,NA,67,NA,3,33,NA,NA,"R12",122,"B+",0,1,0,1
1212,NA,62,60,29,20,528,36,34,"R12",122,"B-",0,1,0,0
1216,NA,NA,NA,25,15,138,37,34,"R12",122,"B+",0,1,0,1
1218,NA,64,60,NA,41,384,35,32,"R12",122,"A-",0,1,0,1
1221,NA,NA,NA,25,5,133,39,32,"R12",122,"B",0,1,0,1
1412,NA,NA,NA,25,9,183,39,34,"R12",122,"D",0,1,0,0
1611,NA,57,63,26,103,529,34,31,"R12",117,"C+",1,0,0,0
1661,NA,58,NA,27,23,236,38,32,"R12",120,"B-",1,0,0,0
1734,NA,56,NA,25,7,126,37,33,"R12",120,"B+",1,0,0,1
1751,NA,NA,NA,23,75,598,38,31,"R12",120,"C+",1,0,0,0
1824,NA,NA,NA,27,58,414,38,32,"R12",120,"C+",1,0,0,0
1887,NA,56,NA,26,48,239,36,33,"R12",128,"D+",0,1,0,0
1965,NA,NA,60,NA,22,267,37,30,"R12",122,"C",0,1,0,0
2036,NA,NA,NA,27,91,414,36,31,"R12",122,"B",0,1,0,1
2048,NA,NA,NA,27,19,250,37,34,"R12",120,"B",1,0,0,1
2052,NA,51,NA,25,14,245,35,30,"R12",122,"C",0,1,0,0
2065,NA,NA,NA,24,85,598,37,30,"R12",122,"B",0,1,0,1
2098,NA,57,61,NA,20,246,37,34,"R12",122,"B",0,1,0,1
2175,NA,NA,67,26,58,404,34,32,"R12",122,"B+",0,1,0,1
2232,NA,60,57,23,22,153,39,31,"R12",120,"C+",1,0,0,0
2361,NA,NA,NA,26,24,178,38,34,"R12",122,"A",0,1,0,1
2515,NA,NA,NA,27,119,555,36,34,"R12",122,"C+",0,1,0,0
2528,NA,66,NA,30,75,281,34,34,"R12",122,"C",0,1,0,0
2676,NA,NA,NA,32,106,488,34,34,"R12",120,"B",1,0,0,1
2893,NA,NA,NA,29,5,120,36,34,"R12",122,"A",0,1,0,1
2937,NA,NA,63,NA,30,189,33,33,"R12",122,"B",0,1,0,1
2944,NA,62,NA,29,66,371,36,34,"R12",120,"B-",1,0,0,0
3061,NA,NA,62,26,4,99,39,34,"R12",120,"B+",1,0,0,1
3173,NA,NA,NA,27,43,353,36,34,"R12",120,"B+",1,0,0,1
3459,NA,NA,61,28,NA,90,30,32,"R12",120,"",1,0,0,NA
3537,NA,58,NA,27,34,158,35,33,"R12",120,"",1,0,0,NA
3580,NA,NA,NA,26,1,147,40,32,"R12",120,"",1,0,0,NA
3610,NA,NA,55,28,19,645,37,32,"R12",120,"",1,0,0,NA
3696,NA,53,NA,26,5,59,40,32,"R12",120,"",1,0,0,NA
3758,NA,62,NA,29,3,201,40,33,"R12",120,"",1,0,0,NA
3813,NA,NA,NA,30,87,440,37,32,"R12",122,"",0,1,0,NA
3823,NA,67,65,30,12,164,38,32,"R12",120,"",1,0,0,NA
3893,NA,NA,NA,30,7,87,36,33,"R12",122,"",0,1,0,NA
3895,NA,NA,NA,28,31,172,38,33,"R12",120,"",1,0,0,NA
130,0,NA,NA,32,27,580,39,45,"R2",122,"A",1,0,0,1
131,0,NA,74,31,1,402,40,44,"R2",122,"A+",1,0,0,1
132,1,NA,79,NA,2,220,40,44,"R2",122,"A",1,0,0,1
133,1,73,NA,30,1,86,40,44,"R2",120,"A",1,0,0,1
134,1,64,64,30,9,224,39,44,"R2",128,"B+",0,1,0,1
135,1,60,71,31,5,209,39,44,"R2",128,"A-",0,1,0,1
136,1,73,71,32,1,345,40,44,"R2",117,"A+",0,0,1,1
137,1,73,79,33,19,135,39,44,"R2",122,"A-",1,0,0,1
138,0,66,NA,30,1,435,39,43,"R2",128,"B",0,1,0,1
139,0,NA,NA,30,3,80,40,43,"R2",122,"A-",1,0,0,1
140,1,65,68,31,12,302,40,42,"R2",122,"A-",1,0,0,1
141,1,NA,62,33,12,74,35,42,"R2",122,"A",1,0,0,1
142,0,63,NA,29,9,331,39,42,"R2",122,"A",1,0,0,1
144,0,NA,67,NA,4,102,38,42,"R2",122,"B",1,0,0,1
145,0,NA,63,NA,1,168,40,42,"R2",128,"A-",0,1,0,1
146,1,71,67,34,12,231,36,42,"R2",122,"B+",1,0,0,1
147,1,NA,69,NA,NA,NA,39,41,"R2",122,"A",1,0,0,1
148,0,58,NA,28,14,221,39,41,"R2",122,"B+",1,0,0,1
149,0,64,62,30,55,524,38,41,"R2",122,"A",1,0,0,1
150,1,59,NA,29,40,580,38,41,"R2",122,"A",1,0,0,1
151,0,64,66,28,1,350,40,41,"R2",122,"A",1,0,0,1
152,0,55,58,28,14,254,38,41,"R2",122,"B+",1,0,0,1
153,1,NA,NA,31,17,580,39,41,"R2",122,"A-",1,0,0,1
154,0,69,NA,31,3,331,40,41,"R2",122,"A",1,0,0,1
155,0,NA,NA,29,3,497,40,41,"R2",117,"A",0,0,1,1
156,1,63,66,31,4,99,40,41,"R2",120,"B+",1,0,0,1
157,0,NA,63,30,1,72,40,41,"R2",122,"A+",1,0,0,1
158,0,60,NA,27,13,379,40,41,"R2",128,"A-",0,1,0,1
159,0,NA,NA,28,9,100,39,41,"R2",122,"A-",1,0,0,1
160,0,60,NA,26,4,115,40,40,"R2",117,"A-",0,0,1,1
161,0,59,NA,27,4,272,40,40,"R2",128,"A",0,1,0,1
162,1,64,NA,28,30,130,37,40,"R2",126,"B-",0,1,0,0
163,1,69,NA,29,2,162,40,40,"R2",122,"A",1,0,0,1
164,1,NA,NA,31,52,378,36,40,"R2",128,"B+",0,1,0,1
165,0,57,NA,25,3,308,40,40,"R2",122,"A",1,0,0,1
166,0,58,68,31,4,480,39,40,"R2",122,"A",1,0,0,1
167,1,66,NA,29,5,146,38,40,"R2",122,"B+",1,0,0,1
168,0,58,NA,27,3,352,39,40,"R2",120,"A",1,0,0,1
169,0,NA,NA,29,65,462,37,40,"R2",122,"C+",1,0,0,0
170,0,NA,63,29,15,335,39,40,"R2",122,"A",1,0,0,1
171,1,55,NA,31,55,670,37,40,"R2",122,"B",1,0,0,1
172,0,63,61,NA,8,159,39,40,"R2",117,"B+",0,0,1,1
173,1,54,NA,29,3,72,39,40,"R2",122,"A",1,0,0,1
174,1,62,NA,29,19,328,36,39,"R2",122,"A",1,0,0,1
175,0,NA,63,27,12,412,40,39,"R2",117,"A",0,0,1,1
176,1,NA,60,25,9,96,39,39,"R2",122,"A",1,0,0,1
177,0,64,67,28,1,116,40,39,"R2",122,"A",1,0,0,1
178,1,NA,NA,29,1,126,40,39,"R2",120,"A",1,0,0,1
179,1,69,63,30,1,407,39,39,"R2",120,"A",1,0,0,1
180,0,NA,70,NA,32,380,40,39,"R2",120,"B+",1,0,0,1
181,0,NA,63,29,29,485,37,39,"R2",128,"C",0,1,0,0
182,0,NA,NA,29,1,272,40,39,"R2",120,"A",1,0,0,1
183,1,67,63,27,24,317,38,39,"R2",122,"A-",1,0,0,1
184,0,54,NA,27,14,302,40,39,"R2",120,"B+",1,0,0,1
185,0,NA,NA,28,23,432,39,39,"R2",122,"A",1,0,0,1
186,1,58,63,29,8,193,38,39,"R2",122,"A",1,0,0,1
187,1,65,NA,30,38,216,37,38,"R2",122,"A",1,0,0,1
188,1,69,67,31,106,435,36,38,"R2",122,"A-",1,0,0,1
189,0,51,NA,26,1,105,40,38,"R2",122,"A",1,0,0,1
190,0,59,NA,30,6,86,40,38,"R2",120,"A",1,0,0,1
191,0,NA,55,26,7,472,40,38,"R2",122,"B+",1,0,0,1
192,0,65,68,28,4,87,40,38,"R2",122,"A",1,0,0,1
193,0,62,64,27,1,215,40,38,"R2",120,"A",1,0,0,1
194,0,65,65,31,1,350,40,38,"R2",120,"A",1,0,0,1
196,0,NA,NA,27,21,473,39,38,"R2",120,"B+",1,0,0,1
197,0,52,60,30,42,480,37,38,"R2",122,"A",1,0,0,1
198,1,63,NA,30,1,158,38,38,"R2",122,"B+",1,0,0,1
200,0,53,57,29,18,459,38,38,"R2",122,"B+",1,0,0,1
201,0,63,NA,27,14,525,38,38,"R2",120,"C",1,0,0,0
202,1,NA,NA,28,5,143,39,38,"R2",120,"B+",1,0,0,1
203,0,54,NA,27,12,379,40,38,"R2",120,"A",1,0,0,1
204,0,NA,66,30,95,589,38,38,"R2",120,"B",1,0,0,1
205,1,59,63,28,47,525,37,37,"R2",122,"A-",1,0,0,1
206,0,NA,61,29,12,136,37,37,"R2",122,"B",1,0,0,1
207,1,63,NA,31,17,437,34,37,"R2",122,"A-",1,0,0,1
208,0,53,64,24,4,77,40,37,"R2",122,"A",1,0,0,1
209,1,57,NA,28,16,337,38,37,"R2",122,"B+",1,0,0,1
210,0,NA,NA,25,33,309,38,37,"R2",120,"A-",1,0,0,1
211,0,60,67,29,37,349,37,36,"R2",122,"B+",1,0,0,1
212,1,NA,NA,28,52,369,36,36,"R2",120,"A",1,0,0,1
213,0,56,57,NA,1,29,39,36,"R2",122,"A",1,0,0,1
214,0,NA,NA,29,34,278,38,36,"R2",120,"B",1,0,0,1
215,1,NA,NA,29,7,100,39,36,"R2",122,"B",1,0,0,1
217,0,63,NA,29,40,245,35,36,"R2",117,"A-",0,0,1,1
218,0,53,NA,24,3,61,37,36,"R2",122,"B+",1,0,0,1
219,0,NA,NA,29,56,195,35,36,"R2",120,"A-",1,0,0,1
220,1,NA,NA,23,29,142,38,36,"R2",120,"B-",1,0,0,0
221,0,63,68,28,NA,NA,37,36,"R2",122,"A-",1,0,0,1
222,0,NA,56,NA,NA,NA,38,36,"R2",122,"B",1,0,0,1
223,0,48,NA,25,1,61,40,35,"R2",122,"A",1,0,0,1
224,1,NA,70,NA,46,198,32,35,"R2",120,"B",1,0,0,1
225,0,NA,NA,27,NA,NA,37,35,"R2",122,"A-",1,0,0,1
226,0,NA,NA,28,80,518,36,35,"R2",120,"C",1,0,0,0
227,1,NA,73,31,13,205,38,35,"R2",122,"A-",1,0,0,1
228,0,61,57,25,93,263,31,29,"R2",122,"B",1,0,0,1
229,1,NA,61,27,224,390,25,27,"R2",126,"C+",0,1,0,0
775,NA,NA,NA,NA,NA,NA,NA,NA,"R2",120,"B+",1,0,0,1
797,NA,NA,NA,NA,NA,NA,NA,NA,"R2",114,"C",0,0,1,0
887,NA,NA,68,31,38,402,36,39,"R2",120,"A",1,0,0,1
975,NA,58,NA,30,6,529,40,44,"R2",120,"A+",1,0,0,1
992,NA,56,NA,29,7,133,39,37,"R2",120,"A",1,0,0,1
1019,NA,54,NA,30,16,255,39,39,"R2",120,"A-",1,0,0,1
1026,NA,71,NA,32,NA,NA,34,35,"R2",120,"B",1,0,0,1
1034,NA,63,55,26,18,499,39,38,"R2",120,"A",1,0,0,1
1042,NA,59,68,29,61,377,38,37,"R2",120,"A",1,0,0,1
1044,NA,NA,64,27,17,368,40,39,"R2",120,"B",1,0,0,1
1058,NA,63,NA,32,4,91,40,41,"R2",120,"A",1,0,0,1
1103,NA,65,66,31,69,440,37,36,"R2",120,"B",1,0,0,1
1109,NA,59,NA,30,11,686,39,39,"R2",120,"A",1,0,0,1
1116,NA,NA,NA,31,19,125,38,39,"R2",120,"A+",1,0,0,1
1120,NA,58,NA,27,3,148,40,39,"R2",120,"A",1,0,0,1
1128,NA,64,NA,30,3,69,40,39,"R2",122,"C",1,0,0,0
1130,NA,NA,63,31,41,438,36,37,"R2",122,"A-",1,0,0,1
1131,NA,62,63,29,28,565,38,39,"R2",122,"B-",1,0,0,0
1132,NA,57,NA,30,5,81,38,36,"R2",122,"C",1,0,0,0
1133,NA,NA,63,29,42,610,40,40,"R2",120,"A",1,0,0,1
1135,NA,NA,NA,31,5,106,40,41,"R2",122,"A",1,0,0,1
1137,NA,NA,NA,30,1,506,40,40,"R2",122,"B-",1,0,0,0
1139,NA,NA,62,31,32,714,37,40,"R2",120,"A",1,0,0,1
1141,NA,64,NA,29,8,121,39,36,"R2",120,"A",1,0,0,1
1142,NA,NA,NA,29,23,419,39,42,"R2",122,"B",1,0,0,1
1143,NA,64,63,31,3,59,39,40,"R2",122,"A",1,0,0,1
1144,NA,NA,71,31,38,617,39,40,"R2",122,"A-",1,0,0,1
1145,NA,NA,NA,27,45,255,35,35,"R2",122,"C-",1,0,0,0
1146,NA,71,73,32,4,266,39,41,"R2",122,"B",1,0,0,1
1148,NA,65,NA,31,7,138,39,40,"R2",122,"C-",1,0,0,0
1149,NA,NA,79,33,90,534,36,38,"R2",122,"B",1,0,0,1
1151,NA,60,NA,30,10,293,38,40,"R2",122,"B",1,0,0,1
1152,NA,70,NA,31,4,280,40,41,"R2",122,"A",1,0,0,1
1153,NA,NA,61,30,13,468,37,39,"R2",122,"B",1,0,0,1
1155,NA,59,60,28,21,345,39,39,"R2",122,"B-",1,0,0,0
1156,NA,55,NA,27,118,557,37,38,"R2",122,"C",1,0,0,0
1158,NA,51,NA,24,17,162,39,37,"R2",122,"B",1,0,0,1
1160,NA,63,NA,31,8,280,39,42,"R2",128,"B-",0,1,0,0
1161,NA,61,63,27,17,324,37,36,"R2",122,"B-",1,0,0,0
1163,NA,63,NA,29,4,156,40,39,"R2",122,"A-",1,0,0,1
1164,NA,65,NA,32,2,80,40,45,"R2",122,"A",1,0,0,1
1165,NA,61,NA,30,23,397,37,37,"R2",122,"A",1,0,0,1
1166,NA,NA,NA,28,8,273,38,40,"R2",122,"A-",1,0,0,1
1167,NA,NA,NA,33,1,182,40,46,"R2",122,"A",1,0,0,1
1168,NA,67,65,32,23,288,39,42,"R2",122,"B",1,0,0,1
1169,NA,67,71,35,45,581,35,37,"R2",122,"B+",1,0,0,1
1170,NA,NA,68,27,30,426,37,35,"R2",122,"B",1,0,0,1
1171,NA,NA,69,NA,2,365,40,39,"R2",122,"B+",1,0,0,1
1172,NA,58,61,28,30,480,38,37,"R2",122,"B+",1,0,0,1
1173,NA,NA,65,31,1,329,40,41,"R2",122,"B+",1,0,0,1
1174,NA,NA,63,30,102,556,38,38,"R2",122,"B+",1,0,0,1
1175,NA,NA,70,32,1,389,40,42,"R2",122,"A",1,0,0,1
1176,NA,67,66,31,17,262,39,39,"R2",122,"B+",1,0,0,1
1177,NA,NA,70,NA,NA,NA,38,38,"R2",122,"B-",1,0,0,0
1178,NA,NA,66,34,5,240,39,43,"R2",122,"B+",1,0,0,1
1179,NA,70,NA,31,2,156,40,41,"R2",122,"A",1,0,0,1
1180,NA,66,NA,29,1,155,39,39,"R2",122,"A-",1,0,0,1
1181,NA,70,62,28,40,405,36,35,"R2",122,"B+",1,0,0,1
1182,NA,NA,NA,29,11,120,37,38,"R2",122,"C-",1,0,0,0
1183,NA,NA,NA,33,80,329,32,37,"R2",122,"A-",1,0,0,1
1185,NA,63,67,31,105,506,35,38,"R2",122,"B+",1,0,0,1
1186,NA,56,NA,30,6,69,39,39,"R2",120,"B",1,0,0,1
1187,NA,68,69,30,5,56,38,31,"R2",122,"C",1,0,0,0
1188,NA,NA,69,32,32,610,40,44,"R2",122,"B",1,0,0,1
1189,NA,NA,69,32,61,471,38,35,"R2",122,"B+",1,0,0,1
1190,NA,NA,72,31,62,461,33,32,"R2",122,"B",1,0,0,1
1191,NA,NA,NA,32,100,445,35,40,"R2",122,"B-",1,0,0,0
1192,NA,64,NA,29,2,138,40,39,"R2",122,"A",1,0,0,1
1193,NA,73,64,32,44,506,38,38,"R2",122,"A-",1,0,0,1
1195,NA,NA,NA,29,51,506,38,37,"R2",122,"B+",1,0,0,1
1196,NA,NA,NA,29,3,94,39,40,"R2",122,"A-",1,0,0,1
1197,NA,NA,57,29,1,332,40,38,"R2",122,"B",1,0,0,1
1198,NA,67,74,NA,68,610,39,41,"R2",122,"B+",1,0,0,1
1199,NA,NA,NA,28,8,179,39,38,"R2",122,"B",1,0,0,1
1200,NA,64,65,30,3,50,39,43,"R2",122,"A-",1,0,0,1
1201,NA,NA,NA,29,3,42,38,39,"R2",122,"A",1,0,0,1
1203,NA,NA,65,29,1,333,40,41,"R2",122,"B+",1,0,0,1
1204,NA,66,NA,26,1,115,40,36,"R2",122,"A",1,0,0,1
1205,NA,NA,NA,31,17,152,36,37,"R2",122,"B",1,0,0,1
1207,NA,NA,70,NA,1,372,40,37,"R2",122,"A",1,0,0,1
1208,NA,71,69,34,13,557,39,46,"R2",122,"A",1,0,0,1
1210,NA,NA,NA,32,16,262,39,41,"R2",122,"A",1,0,0,1
1211,NA,NA,72,33,3,182,40,43,"R2",122,"B+",1,0,0,1
